"Županija","County.of","2005.","2006.","2007.","2008.","2009.","2010.","2011.","2012.","2013.","2014.","2015.","2016."
"Primorsko-goranska","Primorje-Gorski kotar",21,29,30,32,32,30,30,29,32,30,27,26
"Zadarska","Zadar",21,24,23,24,24,24,21,19,23,26,36,44
"Šibensko-kninska","Šibenik-Knin",11,11,11,11,11,11,13,13,14,15,17,21
"Splitsko-dalmatinska","Split-Dalmatia",11,11,11,11,13,13,13,16,17,21,20,27
"Istarska","Istria",14,14,14,14,14,15,15,15,14,14,14,13
"Dubrovačko-neretvanska","Dubrovnik-Neretva",6,6,5,5,4,5,6,6,6,6,7,8
"Ukupno","Total",84,95,94,97,98,98,98,98,106,112,121,139
