"","Republika Hrvatska","Zagrebaèka","Krapinsko-zagorska","Sisaèko-moslavaèka","Karlovaèka","Varaždinska","Koprivnièko-križevaèka","Bjelovarsko-bilogorska","Primorsko-goranska","Lièko-senjska","Virovitièko-podravska","Požeško-slavonska","Brodsko-posavska","Zadarska","Osjeèko-baranjska","Šibensko-kninska","Vukovarsko-srijemska","Splitsko-dalmatinska","Istarska","Dubrovaèko-neretvanska","Meðimurska","Grad Zagreb"
"2002.",4240,165,49,169,156,62,11,46,457,81,47,138,84,288,195,152,232,433,314,148,19,994
"2003.",4811,157,35,136,66,56,13,68,590,117,29,71,136,227,143,108,138,382,444,202,34,1659
"2004.",4729,108,36,71,53,69,84,54,485,125,34,98,71,270,163,192,103,864,429,213,12,1195
"2005.",6101,340,29,186,94,33,28,67,683,139,43,163,85,564,161,238,169,832,536,155,23,1533
"2006.",6506,199,23,70,111,26,33,54,703,148,42,42,118,435,378,510,157,892,529,146,119,1771
"2007.",8098,75,29,70,64,26,58,69,864,137,37,17,37,410,494,361,72,1093,644,188,43,3310
"2008.",8130,218,40,81,95,28,43,61,953,288,47,68,57,532,530,216,102,1081,554,249,41,2846
"2009.",5915,83,44,108,49,25,33,100,832,144,40,22,104,313,192,79,287,1082,394,86,42,1856
"2010.",4247,136,31,92,18,23,8,85,450,68,21,6,97,421,287,103,141,397,289,88,47,1439
"2011.",3593,57,58,54,22,20,38,31,416,143,29,33,48,455,202,82,103,520,180,118,26,958
"2012.",3568,63,38,76,43,19,29,21,614,78,40,10,40,449,76,97,70,455,152,115,16,1067
"2013.",2907,69,5,64,75,12,25,22,632,72,1,2,58,386,115,82,70,426,249,94,25,423
"2014.",2210,52,10,25,26,5,25,31,334,98,3,8,27,426,141,98,53,346,218,73,42,169
"2015.",2374,32,12,21,20,11,15,9,254,97,5,5,12,394,76,103,166,424,120,32,6,560
